id,Price_euros
181,2472.342650827539
708,617.1228638037762
862,340.1687033252856
1064,1470.5083107110677
702,1022.2448883911374
585,1692.6152173540158
195,2639.6349209185346
463,519.8939546049633
14,4914.579460805621
621,1440.570628687883
1259,1435.8758917657701
551,600.7068580405274
358,409.7793446899726
610,467.2593320630706
880,457.5178996844482
655,1101.736536524254
630,893.7920941046267
483,1492.7620509055355
115,1240.929903292165
297,1397.520163068658
1162,1687.4802641408578
666,1238.0947320179905
1278,1495.4634556625833
777,1218.4681876090876
521,1781.7196929536367
93,794.8422597021645
260,881.208485663285
733,401.14116404882463
908,1226.7285016273975
797,294.6418176854765
71,1251.2725702767348
60,1121.7173448307885
608,1812.1507890477174
82,524.9281138889603
540,588.751611782387
761,1791.6270461243598
473,918.2375120223094
183,809.5165834054633
186,2975.6172821336872
846,526.0824870082535
901,711.0774029679742
912,865.6720291204318
27,1277.2596616580456
1127,1874.5671140232732
858,1269.0995240639354
958,1442.873518774859
771,478.51272614684615
930,2986.474691355415
807,225.93608333312142
618,1792.6334559569477
250,1002.9616572880498
334,1002.8823032964035
180,968.9634424494765
886,328.71315111406125
394,1209.2296930563434
659,639.9404493736206
764,724.1136855505401
428,430.5197138981547
1231,921.510755547434
865,1351.9735309814107
1286,1487.3941282535302
635,1252.365031483981
143,536.1358899376712
376,1166.056600100103
1032,1031.1615062447881
1057,1324.0897697233654
1089,615.835004634343
87,2090.9013064692194
1072,550.5073575299652
211,1933.2257143653965
1003,894.9990488338763
889,2698.388414808351
1066,1986.6109853446642
1225,1199.7416008805617
146,1097.4054635455914
1044,992.3094647011786
1105,989.0329012655616
59,358.0988911535024
251,1108.8953626180391
954,977.2512326553458
948,342.95603301679176
887,2109.604920912354
369,1449.1090356393388
1148,592.3244738623384
1062,1323.3395202115748
1135,1505.3089291007484
1180,1928.5233227867884
620,366.20421641504225
304,2719.8637222862694
1048,728.0172810605661
157,318.47670144038443
1128,283.6467770767659
714,1351.9735309814107
993,1295.5311582495676
689,2255.8802966362296
443,477.5782843253787
673,1975.814781829619
975,1147.4696762616124
391,1051.9669479033068
810,1029.3035412554586
32,568.8389207996075
724,549.380241127395
287,1541.1413681692245
857,1357.5134735255142
1087,1128.794088537261
386,1131.3982645083593
649,879.6419967045053
1247,735.0756609339867
279,1437.4079763555205
1176,1243.1015176166334
1125,1108.6552899757453
286,1050.7076619298755
937,458.4023332669692
508,730.5838718834415
88,1096.0158034960991
446,1781.7196929536367
336,935.5365140541492
779,973.2594079550238
224,927.5829750522689
834,1860.9540491851226
238,481.06886084924326
582,1207.4445918704423
726,1027.0891532633473
462,1601.8058496455883
863,453.85980926904296
987,1361.6989077686471
1118,2016.9658828439553
1151,1891.8139116155253
736,1891.8661160551128
957,1254.5911606653015
502,975.8379164328398
811,975.010462669339
898,162.70139278307533
802,1384.9423217029207
265,618.5400937478291
1081,527.9804309125798
104,523.3057183286884
675,1903.1236353119207
1209,1409.729399459644
1004,641.7168792146011
29,767.1718058262602
432,2038.1259979391061
684,1769.8470095522994
240,1071.781654244753
237,2110.228352496777
152,1080.431155260673
725,1057.152624556128
97,609.3372313860802
1155,1111.6996223496328
746,3048.848669496339
1143,642.4861152190196
592,751.1074456324336
479,1659.0156728459785
1098,551.8173468507135
903,1162.8955490737744
936,1005.5305527842086
539,2269.393706135147
653,578.8250124026126
310,618.4529054109555
892,1222.3179186717834
338,2646.730740482998
705,747.8604292243671
273,1372.9505810080711
758,2588.277356775732
1080,1781.7196929536367
1073,1623.1557672644303
480,1440.373066709521
1267,2011.593018461112
545,1131.3982645083593
153,358.0988911535024
573,2046.6094594702492
1150,2035.9055875141682
949,2034.2058385820008
160,693.3436545761259
537,2552.042536550357
1102,1265.0878891844695
833,1147.4743391307218
513,990.5917909942725
1202,2878.5452150306764
76,1851.979282297776
514,450.3595955276689
133,2497.2111859528213
1251,662.5374881602388
806,59.88737485758736
1021,714.6803395272875
206,1413.9143313576703
870,1103.6169922857562
179,1041.09839975679
706,749.9946412079125
416,1830.779044801388
534,1918.6159696160653
989,978.8102395645348
316,1051.8438568143229
507,1159.5838888237988
817,243.75877695499645
776,1589.5525478808884
831,1813.3883342100462
1229,909.7934882494903
295,1423.2716266560433
660,1818.8865925134746
612,877.7000468020364
529,1740.7137740510411
114,911.2416915666599
492,1932.2608051298928
226,1301.7809197324361
695,317.30898244581965
751,721.8705011989852
644,500.76540476404756
1185,899.6556961910608
917,1788.6709805766732
527,954.891426449534
854,755.6560270870443
182,1046.9367662508248
346,955.9405957440405
90,491.74248517584545
468,1222.0614037222176
1147,506.82818869029825
1061,1465.8059215925673
1156,1218.255146538661
496,818.8379810965648
312,2341.282050195907
822,1267.0142181456313
337,1374.643706613708
835,1272.0604727910486
255,801.5706249064799
364,2569.7205025890885
944,2095.836637241252
1266,801.8475419237911
505,472.1524525927672
350,727.2600258753674
800,829.5376980523665
567,983.2001421331559
1242,2016.9658828439553
905,1202.3551683759054
587,1133.714178294296
922,1019.6952633453542
259,1528.2243425182528
1248,1059.3246760282468
641,92.345844565378
128,862.5758246487699
215,2347.62534516669
756,640.5251157985316
1054,1274.410903105767
651,1383.780896411884
86,2184.344237750017
1037,1217.4774522920154
